temperature,pressure,vibration,failure
92.37423629863603,20.11951010296944,5.416344255335037,0
70.2797569845398,27.18272799365659,6.367074279165447,0
69.86067349808468,36.60650504271527,0.6470315475244037,0
62.03544853309261,51.62705043910408,5.315164427281661,0
100.83629504774471,28.384974510528068,0.5167356699807835,1
116.64338558591642,79.77762589711509,8.74964418923047,1
80.66465425696938,25.03863971002948,3.7061736837219783,0
117.66511270790902,77.47234106435798,6.1217278597120375,1
113.98955114935062,74.66244717578445,0.9445847344682012,1
78.51011996509877,38.45854065207807,1.0572444694296979,0
103.89506294359762,36.86028619611441,9.562758465967885,1
56.40834773786998,39.83676265309455,9.607600590048639,1
64.99948884176868,49.33433264951695,4.209781193106163,0
82.16277985936851,71.5774697113559,7.206513506463215,0
99.74959398257334,22.820463040047386,8.021984002978956,1
70.9353325638052,40.924341918298026,6.3020935556672795,0
64.06631607064881,51.11654363540725,0.6071660008722701,0
87.13351171011499,46.98084047685882,5.11776904855767,0
56.439266821945864,28.249359995386392,8.608195391587689,1
92.92593684328199,27.658626527725044,4.212631149968454,0
67.97939349582596,46.286181050360405,3.7911562463439363,0
64.9780234180277,21.38566925391564,6.395329193571567,0
97.92458563497263,73.70752917198442,1.0514357245743877,0
101.74605475598932,43.45109098804198,8.17494322941096,1
69.05791359293687,72.7996298905341,7.995138036345429,0
101.83949150191503,67.07586773453471,3.68332758186905,1
100.7967169153677,35.79271146750345,0.43046987560775074,1
101.41866823751917,24.988260199484575,7.453658259935909,1
112.061094467745,22.18393646181366,2.1454292741946803,1
117.85119799908267,74.39633566667015,9.43156829279731,1
119.41534310177981,56.00476840662371,0.945697516614189,1
110.89351805940069,47.63238052579133,8.931956570146335,1
102.944385629766,39.96470846491155,5.259681446327179,1
90.0105399318326,69.1579267701567,4.583773584473296,0
82.44181072202555,38.88176421014596,1.5551716992347697,0
61.14378103453113,42.72551682744497,6.826414789066815,0
100.07171100030175,69.96680741632687,6.370364199872991,1
106.70188198157317,27.204527955225508,4.964642768699256,1
89.33052815185437,74.0495704619109,7.931853708513993,0
50.9564121988952,36.63376450001519,0.2630086798777187,0
63.335334330100665,31.318317741693097,2.611654525574468,0
62.84355279853161,35.59865802704592,0.2857628941034229,0
106.68218603378905,41.59938617918253,7.5153988075347815,1
110.85185241502123,35.56817961219696,7.944849672364668,1
59.09536740616902,58.12427396170279,7.1184173526807495,0
73.75926458821289,72.1074896164184,1.364902262801817,0
79.43626778230015,68.85486263814772,4.814008383428353,0
